"Good_Rating","Checking Account Status","Duration","Credit History","Purpose","Amount","Savings Account/Bonds","Present Employment since","Installment rate in % of disposable income","Personal Status","Other debtors","Present residence since","Property","Age","Other installment plans","Housing","Number of existing credits","Job type","Number of dependents","Telephone","Foreign worker"
"true","no checking account ",48,"delay in paying off in the past ","radio television ",7238,"unknown no savings account ","Greater than 7 years ",3,"male single ","none ",3,"0 to 200 DM 3",32,"no checking account 1","own ",2,"skilled employee official ",2,"none ","yes "
"true","no checking account ",33,"delay in paying off in the past ","business ",2764,"Less than 100 DM","1 to 4 years ",2,"female divorced separated married ","none ",2,"0 to 200 DM 3",26,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",24,"delay in paying off in the past ","used car  ",4679,"Less than 100 DM","4 to 7 years ",3,"male single ","none ",3,"0 to 200 DM 3",35,"no checking account 3","own ",2,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",24,"existing credits paid back duly till now ","radio television ",3092,"100 to 500 DM ","Less than 1 year ",3,"male married widowed ","none ",2,"0 to 200 DM 3",22,"no checking account 3","rent ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",6,"existing credits paid back duly till now ","education ",448,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",4,"0 to 200 DM 2",23,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",9,"existing credits paid back duly till now ","new car  ",654,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",3,"0 to 200 DM 3",28,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",6,"existing credits paid back duly till now ","retraining ",1238,"unknown no savings account ","unemployed ",4,"male single ","none ",4,"0 to 200 DM 2",36,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",2,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",18,"critical account other credits existing (not at this bank) ","radio television ",1245,"Less than 100 DM","1 to 4 years ",4,"male married widowed ","none ",2,"0 to 200 DM 3",33,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",18,"no credits taken all credits paid back duly ","furniture equipment ",3114,"Less than 100 DM","Less than 1 year ",1,"female divorced separated married ","none ",4,"0 to 200 DM 2",26,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",39,"existing credits paid back duly till now ","used car  ",2569,"500 to 1000 DM ","1 to 4 years ",4,"male single ","none ",4,"0 to 200 DM 3",24,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","Greater than 200 DM",24,"existing credits paid back duly till now ","radio television ",5152,"Less than 100 DM","4 to 7 years ",4,"male single ","none ",2,"0 to 200 DM 3",25,"no checking account 1","own ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",12,"existing credits paid back duly till now ","business ",1037,"100 to 500 DM ","4 to 7 years ",3,"male single ","none ",4,"0 to 200 DM 1",39,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"true","Less than 0 DM ",15,"critical account other credits existing (not at this bank) ","furniture equipment ",1478,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 3",44,"no checking account 3","own ",2,"skilled employee official ",2,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",12,"critical account other credits existing (not at this bank) ","radio television ",3573,"Less than 100 DM","1 to 4 years ",1,"female divorced separated married ","none ",1,"0 to 200 DM 1",23,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"true","0 to 200 DM ",24,"existing credits paid back duly till now ","new car  ",1201,"Less than 100 DM","Less than 1 year ",4,"male single ","none ",1,"0 to 200 DM 2",26,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",30,"existing credits paid back duly till now ","furniture equipment ",3622,"Greater than 1000 DM ","Greater than 7 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 2",57,"no checking account 3","rent ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",15,"delay in paying off in the past ","furniture equipment ",960,"Greater than 1000 DM ","4 to 7 years ",3,"female divorced separated married ","none ",2,"0 to 200 DM 2",30,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","new car  ",1163,"500 to 1000 DM ","1 to 4 years ",4,"male single ","none ",4,"0 to 200 DM 1",44,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",6,"delay in paying off in the past ","new car  ",1209,"Less than 100 DM","unemployed ",4,"male single ","none ",4,"0 to 200 DM 2",47,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","no checking account ",12,"existing credits paid back duly till now ","radio television ",3077,"Less than 100 DM","1 to 4 years ",2,"male single ","none ",4,"0 to 200 DM 3",52,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","new car  ",3757,"Less than 100 DM","Greater than 7 years ",4,"female divorced separated married ","co-applicant ",4,"0 to 200 DM 4",62,"no checking account 3","for free ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",10,"existing credits paid back duly till now ","new car  ",1418,"100 to 500 DM ","1 to 4 years ",3,"male single ","none ",2,"0 to 200 DM 1",35,"no checking account 3","rent ",1,"unskilled - resident ",1,"none ","no "
"true","no checking account ",6,"existing credits paid back duly till now ","new car  ",3518,"Less than 100 DM","1 to 4 years ",2,"male single ","guarantor ",3,"0 to 200 DM 2",26,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","radio television ",1934,"Less than 100 DM","Greater than 7 years ",2,"male single ","none ",2,"0 to 200 DM 4",26,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",27,"no credits taken all credits paid back duly ","business ",8318,"Less than 100 DM","Greater than 7 years ",2,"female divorced separated married ","none ",4,"0 to 200 DM 4",42,"no checking account 3","for free ",2,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","no checking account ",6,"critical account other credits existing (not at this bank) ","radio television ",1237,"100 to 500 DM ","1 to 4 years ",1,"female divorced separated married ","none ",1,"0 to 200 DM 2",27,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",6,"existing credits paid back duly till now ","radio television ",368,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 2",38,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",12,"critical account other credits existing (not at this bank) ","new car  ",2122,"Less than 100 DM","1 to 4 years ",3,"male single ","none ",2,"0 to 200 DM 1",39,"no checking account 3","rent ",2,"unskilled - resident ",2,"none ","no "
"false","Less than 0 DM ",24,"existing credits paid back duly till now ","furniture equipment ",2996,"unknown no savings account ","1 to 4 years ",2,"male married widowed ","none ",4,"0 to 200 DM 3",20,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",36,"existing credits paid back duly till now ","furniture equipment ",9034,"100 to 500 DM ","Less than 1 year ",4,"male single ","co-applicant ",1,"0 to 200 DM 4",29,"no checking account 3","rent ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","no checking account ",24,"critical account other credits existing (not at this bank) ","furniture equipment ",1585,"Less than 100 DM","4 to 7 years ",4,"male single ","none ",3,"0 to 200 DM 2",40,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",18,"existing credits paid back duly till now ","radio television ",1301,"Less than 100 DM","Greater than 7 years ",4,"male married widowed ","guarantor ",2,"0 to 200 DM 1",32,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"true","Greater than 200 DM",6,"critical account other credits existing (not at this bank) ","new car  ",1323,"100 to 500 DM ","Greater than 7 years ",2,"male divorced separated ","none ",4,"0 to 200 DM 3",28,"no checking account 3","own ",2,"skilled employee official ",2,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",24,"existing credits paid back duly till now ","new car  ",3123,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",1,"0 to 200 DM 2",27,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",36,"existing credits paid back duly till now ","used car  ",5493,"Less than 100 DM","Greater than 7 years ",2,"male single ","none ",4,"0 to 200 DM 4",42,"no checking account 3","for free ",1,"skilled employee official ",2,"none ","yes "
"true","Greater than 200 DM",9,"existing credits paid back duly till now ","radio television ",1126,"100 to 500 DM ","Greater than 7 years ",2,"male divorced separated ","none ",4,"0 to 200 DM 1",49,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",24,"critical account other credits existing (not at this bank) ","radio television ",1216,"100 to 500 DM ","Less than 1 year ",4,"male single ","none ",4,"0 to 200 DM 4",38,"no checking account 1","own ",2,"skilled employee official ",2,"none ","yes "
"false","Less than 0 DM ",24,"existing credits paid back duly till now ","new car  ",1207,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",4,"0 to 200 DM 2",24,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"false","no checking account ",10,"existing credits paid back duly till now ","new car  ",1309,"unknown no savings account ","1 to 4 years ",4,"male single ","guarantor ",4,"0 to 200 DM 2",27,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"true","Greater than 200 DM",15,"critical account other credits existing (not at this bank) ","used car  ",2360,"500 to 1000 DM ","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 3",36,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",15,"all credits at this bank paid back duly","new car  ",6850,"100 to 500 DM ","unemployed ",1,"male single ","none ",2,"0 to 200 DM 2",34,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",2,"yes registered under the customers name ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","radio television ",1413,"Less than 100 DM","1 to 4 years ",4,"male married widowed ","none ",2,"0 to 200 DM 2",28,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",39,"existing credits paid back duly till now ","used car  ",8588,"100 to 500 DM ","Greater than 7 years ",4,"male single ","none ",2,"0 to 200 DM 3",45,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",12,"existing credits paid back duly till now ","new car  ",759,"Less than 100 DM","4 to 7 years ",4,"male single ","none ",2,"0 to 200 DM 1",26,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",36,"existing credits paid back duly till now ","used car  ",4686,"Less than 100 DM","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 4",32,"no checking account 3","for free ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","Greater than 200 DM",15,"existing credits paid back duly till now ","business ",2687,"Less than 100 DM","4 to 7 years ",2,"male single ","none ",4,"0 to 200 DM 2",26,"no checking account 3","rent ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",12,"delay in paying off in the past ","radio television ",585,"Less than 100 DM","1 to 4 years ",4,"male married widowed ","co-applicant ",4,"0 to 200 DM 1",20,"no checking account 3","rent ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","new car  ",2255,"unknown no savings account ","Less than 1 year ",4,"male single ","none ",1,"0 to 200 DM 2",54,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",6,"critical account other credits existing (not at this bank) ","new car  ",609,"Less than 100 DM","4 to 7 years ",4,"female divorced separated married ","none ",3,"0 to 200 DM 2",37,"no checking account 3","own ",2,"skilled employee official ",1,"none ","no "
"true","Less than 0 DM ",6,"critical account other credits existing (not at this bank) ","new car  ",1361,"Less than 100 DM","Less than 1 year ",2,"male single ","none ",4,"0 to 200 DM 1",40,"no checking account 3","own ",1,"unskilled - resident ",2,"none ","no "
"false","no checking account ",36,"critical account other credits existing (not at this bank) ","furniture equipment ",7127,"Less than 100 DM","Less than 1 year ",2,"female divorced separated married ","none ",4,"0 to 200 DM 2",23,"no checking account 3","rent ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",6,"existing credits paid back duly till now ","new car  ",1203,"100 to 500 DM ","Greater than 7 years ",3,"male single ","none ",2,"0 to 200 DM 2",43,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",6,"critical account other credits existing (not at this bank) ","radio television ",700,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 4",36,"no checking account 3","for free ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"critical account other credits existing (not at this bank) ","repairs ",5507,"Less than 100 DM","Greater than 7 years ",3,"male single ","none ",4,"0 to 200 DM 4",44,"no checking account 3","for free ",2,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",18,"existing credits paid back duly till now ","radio television ",3190,"Less than 100 DM","1 to 4 years ",2,"female divorced separated married ","none ",2,"0 to 200 DM 1",24,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",48,"no credits taken all credits paid back duly ","furniture equipment ",7119,"Less than 100 DM","1 to 4 years ",3,"male single ","none ",4,"0 to 200 DM 4",53,"no checking account 3","for free ",2,"skilled employee official ",2,"none ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","used car  ",3488,"100 to 500 DM ","4 to 7 years ",3,"female divorced separated married ","none ",4,"0 to 200 DM 3",23,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",18,"existing credits paid back duly till now ","radio television ",1113,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","guarantor ",4,"0 to 200 DM 1",26,"no checking account 3","own ",1,"unskilled - resident ",2,"none ","yes "
"true","0 to 200 DM ",26,"existing credits paid back duly till now ","used car  ",7966,"Less than 100 DM","Less than 1 year ",2,"male single ","none ",3,"0 to 200 DM 3",30,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",15,"critical account other credits existing (not at this bank) ","education ",1532,"100 to 500 DM ","1 to 4 years ",4,"female divorced separated married ","none ",3,"0 to 200 DM 3",31,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",4,"critical account other credits existing (not at this bank) ","radio television ",1503,"Less than 100 DM","4 to 7 years ",2,"male single ","none ",1,"0 to 200 DM 1",42,"no checking account 3","own ",2,"unskilled - resident ",2,"none ","yes "
"false","Less than 0 DM ",36,"existing credits paid back duly till now ","radio television ",2302,"Less than 100 DM","1 to 4 years ",4,"male divorced separated ","none ",4,"0 to 200 DM 3",31,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",6,"existing credits paid back duly till now ","new car  ",662,"Less than 100 DM","Less than 1 year ",3,"male single ","none ",4,"0 to 200 DM 1",41,"no checking account 3","own ",1,"unskilled - resident ",2,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",36,"existing credits paid back duly till now ","education ",2273,"Less than 100 DM","4 to 7 years ",3,"male single ","none ",1,"0 to 200 DM 3",32,"no checking account 3","own ",2,"skilled employee official ",2,"none ","yes "
"false","0 to 200 DM ",15,"existing credits paid back duly till now ","new car  ",2631,"100 to 500 DM ","1 to 4 years ",2,"female divorced separated married ","none ",4,"0 to 200 DM 3",28,"no checking account 3","rent ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",12,"delay in paying off in the past ","used car  ",1503,"Less than 100 DM","1 to 4 years ",4,"male married widowed ","none ",4,"0 to 200 DM 1",41,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","radio television ",1311,"100 to 500 DM ","4 to 7 years ",4,"male married widowed ","none ",3,"0 to 200 DM 2",26,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","radio television ",3105,"unknown no savings account ","Less than 1 year ",4,"male single ","none ",2,"0 to 200 DM 3",25,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"false","Greater than 200 DM",21,"critical account other credits existing (not at this bank) ","education ",2319,"Less than 100 DM","Less than 1 year ",2,"male divorced separated ","none ",1,"0 to 200 DM 3",33,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",6,"existing credits paid back duly till now ","new car  ",1374,"unknown no savings account ","unemployed ",4,"female divorced separated married ","none ",3,"0 to 200 DM 2",75,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",18,"critical account other credits existing (not at this bank) ","furniture equipment ",3612,"Less than 100 DM","Greater than 7 years ",3,"female divorced separated married ","none ",4,"0 to 200 DM 2",37,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",48,"existing credits paid back duly till now ","new car  ",7763,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 4",42,"no checking account 1","for free ",1,"management self-employed highly qualified employee officer ",1,"none ","yes "
"true","Greater than 200 DM",18,"existing credits paid back duly till now ","furniture equipment ",3049,"Less than 100 DM","Less than 1 year ",1,"female divorced separated married ","none ",1,"0 to 200 DM 2",45,"no checking account 2","own ",1,"unskilled - resident ",1,"none ","yes "
"false","0 to 200 DM ",12,"existing credits paid back duly till now ","radio television ",1534,"Less than 100 DM","Less than 1 year ",1,"male married widowed ","none ",1,"0 to 200 DM 1",23,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"delay in paying off in the past ","new car  ",2032,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 4",60,"no checking account 3","for free ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",30,"existing credits paid back duly till now ","furniture equipment ",6350,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 2",31,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","Greater than 200 DM",18,"existing credits paid back duly till now ","furniture equipment ",2864,"Less than 100 DM","1 to 4 years ",2,"male single ","none ",1,"0 to 200 DM 1",34,"no checking account 3","own ",1,"unskilled - resident ",2,"none ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","new car  ",1255,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 1",61,"no checking account 3","own ",2,"unskilled - resident ",1,"none ","yes "
"false","Less than 0 DM ",24,"delay in paying off in the past ","new car  ",1333,"Less than 100 DM","unemployed ",4,"male single ","none ",2,"0 to 200 DM 1",43,"no checking account 3","for free ",2,"skilled employee official ",2,"none ","yes "
"true","no checking account ",24,"critical account other credits existing (not at this bank) ","new car  ",2022,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 3",37,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","radio television ",1552,"Less than 100 DM","4 to 7 years ",3,"male single ","none ",1,"0 to 200 DM 3",32,"no checking account 1","own ",1,"skilled employee official ",2,"none ","yes "
"false","Less than 0 DM ",12,"all credits at this bank paid back duly","radio television ",626,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 1",24,"no checking account 1","own ",1,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",48,"critical account other credits existing (not at this bank) ","used car  ",8858,"unknown no savings account ","4 to 7 years ",2,"male single ","none ",1,"0 to 200 DM 4",35,"no checking account 3","for free ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","repairs ",996,"unknown no savings account ","4 to 7 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 1",23,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",6,"all credits at this bank paid back duly","radio television ",1750,"500 to 1000 DM ","Greater than 7 years ",2,"male single ","none ",4,"0 to 200 DM 2",45,"no checking account 1","own ",1,"unskilled - resident ",2,"none ","yes "
"false","Less than 0 DM ",48,"existing credits paid back duly till now ","radio television ",6999,"Less than 100 DM","4 to 7 years ",1,"male married widowed ","guarantor ",1,"0 to 200 DM 1",34,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",12,"critical account other credits existing (not at this bank) ","new car  ",1995,"100 to 500 DM ","Less than 1 year ",4,"male single ","none ",1,"0 to 200 DM 3",27,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",9,"existing credits paid back duly till now ","education ",1199,"Less than 100 DM","4 to 7 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 2",67,"no checking account 3","own ",2,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",12,"existing credits paid back duly till now ","radio television ",1331,"Less than 100 DM","Less than 1 year ",2,"male single ","none ",1,"0 to 200 DM 3",22,"no checking account 2","own ",1,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",18,"no credits taken all credits paid back duly ","new car  ",2278,"100 to 500 DM ","Less than 1 year ",3,"female divorced separated married ","none ",3,"0 to 200 DM 3",28,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"false","no checking account ",21,"no credits taken all credits paid back duly ","new car  ",5003,"unknown no savings account ","1 to 4 years ",1,"female divorced separated married ","none ",4,"0 to 200 DM 2",29,"no checking account 1","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",24,"all credits at this bank paid back duly","furniture equipment ",3552,"Less than 100 DM","4 to 7 years ",3,"male single ","none ",4,"0 to 200 DM 3",27,"no checking account 1","own ",1,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",18,"critical account other credits existing (not at this bank) ","furniture equipment ",1928,"Less than 100 DM","Less than 1 year ",2,"male single ","none ",2,"0 to 200 DM 1",31,"no checking account 3","own ",2,"unskilled - resident ",1,"none ","yes "
"true","Less than 0 DM ",24,"existing credits paid back duly till now ","used car  ",2964,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 4",49,"no checking account 1","for free ",1,"skilled employee official ",2,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",24,"all credits at this bank paid back duly","radio television ",1546,"Less than 100 DM","4 to 7 years ",4,"male single ","guarantor ",4,"0 to 200 DM 3",24,"no checking account 1","rent ",1,"unskilled - resident ",1,"none ","yes "
"true","Greater than 200 DM",6,"delay in paying off in the past ","radio television ",683,"Less than 100 DM","Less than 1 year ",2,"female divorced separated married ","none ",1,"0 to 200 DM 2",29,"no checking account 1","own ",1,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",36,"existing credits paid back duly till now ","new car  ",12389,"unknown no savings account ","1 to 4 years ",1,"male single ","none ",4,"0 to 200 DM 4",37,"no checking account 3","for free ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",24,"delay in paying off in the past ","business ",4712,"unknown no savings account ","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 2",37,"no checking account 1","own ",2,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",24,"delay in paying off in the past ","radio television ",1553,"100 to 500 DM ","4 to 7 years ",3,"female divorced separated married ","none ",2,"0 to 200 DM 2",23,"no checking account 3","rent ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",12,"existing credits paid back duly till now ","new car  ",1372,"Less than 100 DM","4 to 7 years ",2,"male divorced separated ","none ",3,"0 to 200 DM 3",36,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"critical account other credits existing (not at this bank) ","radio television ",2578,"Greater than 1000 DM ","Greater than 7 years ",2,"male single ","none ",2,"0 to 200 DM 3",34,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",48,"existing credits paid back duly till now ","radio television ",3979,"unknown no savings account ","4 to 7 years ",4,"male single ","none ",1,"0 to 200 DM 3",41,"no checking account 3","own ",2,"skilled employee official ",2,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",48,"existing credits paid back duly till now ","radio television ",6758,"Less than 100 DM","1 to 4 years ",3,"female divorced separated married ","none ",2,"0 to 200 DM 3",31,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",24,"existing credits paid back duly till now ","furniture equipment ",3234,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",4,"0 to 200 DM 1",23,"no checking account 3","rent ",1,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"true","no checking account ",30,"critical account other credits existing (not at this bank) ","radio television ",5954,"Less than 100 DM","4 to 7 years ",3,"male single ","co-applicant ",2,"0 to 200 DM 3",38,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","used car  ",5433,"unknown no savings account ","unemployed ",2,"female divorced separated married ","none ",4,"0 to 200 DM 2",26,"no checking account 3","rent ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",15,"existing credits paid back duly till now ","business ",806,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 2",22,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"true","0 to 200 DM ",9,"existing credits paid back duly till now ","radio television ",1082,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 3",27,"no checking account 3","own ",2,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",15,"critical account other credits existing (not at this bank) ","furniture equipment ",2788,"Less than 100 DM","4 to 7 years ",2,"female divorced separated married ","co-applicant ",3,"0 to 200 DM 3",24,"no checking account 1","own ",2,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",12,"existing credits paid back duly till now ","radio television ",2930,"Less than 100 DM","4 to 7 years ",2,"female divorced separated married ","none ",1,"0 to 200 DM 1",27,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"critical account other credits existing (not at this bank) ","education ",1927,"unknown no savings account ","1 to 4 years ",3,"female divorced separated married ","none ",2,"0 to 200 DM 3",33,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",36,"critical account other credits existing (not at this bank) ","new car  ",2820,"Less than 100 DM","Less than 1 year ",4,"male divorced separated ","none ",4,"0 to 200 DM 3",27,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","retraining ",937,"Less than 100 DM","Less than 1 year ",4,"male married widowed ","none ",3,"0 to 200 DM 3",27,"no checking account 3","own ",2,"unskilled - resident ",1,"none ","yes "
"false","0 to 200 DM ",18,"critical account other credits existing (not at this bank) ","new car  ",1056,"Less than 100 DM","Greater than 7 years ",3,"male single ","guarantor ",3,"0 to 200 DM 1",30,"no checking account 1","own ",2,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",12,"critical account other credits existing (not at this bank) ","new car  ",3124,"Less than 100 DM","Less than 1 year ",1,"male single ","none ",3,"0 to 200 DM 1",49,"no checking account 1","own ",2,"unskilled - resident ",2,"none ","yes "
